# feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12
27.14286,190.00000,710.00000,1.00000,0.00000,0.00000,-1.01478,710.00000,190.00000,24.00000,0.00000,0.00000,0.00000
27.71429,194.00000,790.00000,1.00000,0.00000,0.00000,-0.86062,790.00000,194.00000,19.00000,0.00000,0.00000,0.00000
26.28571,184.00000,850.00000,0.00000,0.00000,1.00000,-0.12842,850.00000,184.00000,20.00000,0.00000,0.00000,0.00000
27.71429,194.00000,1100.00000,1.00000,0.00000,1.00000,0.27786,1100.00000,194.00000,22.00000,0.00000,0.00000,0.00000
23.71429,166.00000,495.00000,1.00000,1.00000,0.00000,-1.02084,495.00000,166.00000,38.00000,2.00000,0.00000,2.00000
28.85714,202.00000,1275.00000,0.00000,0.00000,0.00000,0.56163,1275.00000,202.00000,28.00000,0.00000,0.00000,0.00000
26.14286,183.00000,730.00000,1.00000,1.00000,0.00000,-0.47004,750.00000,183.00000,36.00000,3.00000,0.00000,3.00000
26.14286,183.00000,750.00000,1.00000,1.00000,0.00000,-0.34747,730.00000,183.00000,36.00000,3.00000,0.00000,3.00000
29.57143,207.00000,1300.00000,1.00000,0.00000,1.00000,-0.05231,1300.00000,207.00000,30.00000,2.00000,0.00000,2.00000
32.85714,230.00000,1960.00000,1.00000,1.00000,1.00000,-0.06459,1960.00000,230.00000,38.00000,0.00000,0.00000,0.00000
31.14286,218.00000,1640.00000,1.00000,1.00000,1.00000,0.09930,1640.00000,218.00000,nan,2.00000,0.00000,2.00000
29.42857,206.00000,690.00000,1.00000,0.00000,0.00000,-1.75417,690.00000,206.00000,35.00000,2.00000,0.00000,2.00000
32.14286,225.00000,1750.00000,1.00000,1.00000,0.00000,0.10526,1750.00000,225.00000,33.00000,2.00000,0.00000,2.00000
24.28571,170.00000,580.00000,1.00000,0.00000,1.00000,-0.85360,580.00000,170.00000,29.00000,3.00000,0.00000,3.00000
27.28571,191.00000,1035.00000,0.00000,0.00000,0.00000,0.52114,1035.00000,191.00000,29.00000,3.00000,0.00000,3.00000
29.71429,208.00000,570.00000,1.00000,0.00000,1.00000,-2.33858,570.00000,208.00000,29.00000,2.00000,0.00000,2.00000
